subject,predicate,object,birthPlace,,,object,2024-04-13,
John_J_u002E__Clausey ,award ,Medal_of_Honor_generic_instance ,San_Francisco ,,,,,
John_J_u002E__Clausey ,age ,148,San_Francisco ,,,1875-05-16,,148
John_J_u002E__Clausey ,gender ,Male_gender ,San_Francisco ,,,,,
John_J_u002E__Clausey ,nationality ,United_States ,San_Francisco ,,,,,
Colette_Senghor ,age ,98,Mouzay_u002C__Meuse ,,,1925-11-20,,98
Colette_Senghor ,gender ,Female__u0028_gender_u0029_ ,Mouzay_u002C__Meuse ,,,,,
Colette_Senghor ,knowsLanguage ,French_language_generic_instance ,Mouzay_u002C__Meuse ,,,,,
Colette_Senghor ,nationality ,France ,Mouzay_u002C__Meuse ,,,,,
Colette_Senghor ,nationality ,Senegal ,Mouzay_u002C__Meuse ,,,,,
Hans_Ulrik_Gyldenløve ,age ,409,Kronborg ,,,1615-03-10,,409
Hans_Ulrik_Gyldenløve ,gender ,Male_gender ,Kronborg ,,,,,
Hans_Ulrik_Gyldenløve ,nationality ,Denmark ,Kronborg ,,,,,
Hedevig_Ulfeldt ,age ,397,Haderslevhus ,,,1626-07-15,,397
Hedevig_Ulfeldt ,gender ,Female__u0028_gender_u0029_ ,Haderslevhus ,,,,,
Hedevig_Ulfeldt ,nationality ,Denmark ,Haderslevhus ,,,,,
Lisa_del_Giocondo ,age ,544,Florence ,,,1479-06-24,,544
Lisa_del_Giocondo ,gender ,Female__u0028_gender_u0029_ ,Florence ,,,,,
Lisa_del_Giocondo ,knowsLanguage ,Italian_language_generic_instance ,Florence ,,,,,
Louis_III_u002C__Elector_Palatine ,nationality ,Germany ,Electoral_Palatinate ,,,,,
Erich_Jahn ,age ,116,Berlin ,,,1907-07-23,,116
Erich_Jahn ,gender ,Male_gender ,Berlin ,,,,,
Erich_Jahn ,knowsLanguage ,German_language_generic_instance ,Berlin ,,,,,
Erich_Jahn ,memberOf ,Nazi_Party ,Berlin ,,,,,
Jakob_Kellenberger ,alumniOf ,University_of_Zurich ,Heiden_u002C__Switzerland ,,,,,
Jakob_Kellenberger ,alumniOf ,University_of_Granada ,Heiden_u002C__Switzerland ,,,,,
Jakob_Kellenberger ,age ,79,Heiden_u002C__Switzerland ,,,1944-10-19,,79
Jakob_Kellenberger ,gender ,Male_gender ,Heiden_u002C__Switzerland ,,,,,
Jakob_Kellenberger ,knowsLanguage ,French_language_generic_instance ,Heiden_u002C__Switzerland ,,,,,
Jakob_Kellenberger ,nationality ,Switzerland ,Heiden_u002C__Switzerland ,,,,,
Jakob_Kellenberger ,worksFor ,University_of_Geneva ,Heiden_u002C__Switzerland ,,,,,
Jakob_Kellenberger ,worksFor ,University_of_Salamanca ,Heiden_u002C__Switzerland ,,,,,
James_de_la_Cloche ,age ,380,Jersey ,,,1644-01-01,,380
James_de_la_Cloche ,gender ,Male_gender ,Jersey ,,,,,
Prince_George_of_Denmark ,award ,Knight_of_the_Elephant ,Copenhagen_Castle ,,,,,
Prince_George_of_Denmark ,award ,Order_of_the_Garter_generic_instance ,Copenhagen_Castle ,,,,,
Prince_George_of_Denmark ,award ,Royal_Fellow_of_the_Royal_Society_generic_instance ,Copenhagen_Castle ,,,,,
Prince_George_of_Denmark ,age ,370,Copenhagen_Castle ,,,1653-04-21,,370
Prince_George_of_Denmark ,gender ,Male_gender ,Copenhagen_Castle ,,,,,
Prince_George_of_Denmark ,memberOf ,Royal_Society ,Copenhagen_Castle ,,,,,
Prince_George_of_Denmark ,nationality ,Denmark ,Copenhagen_Castle ,,,,,
Prince_William_u002C__Duke_of_Gloucester ,award ,Order_of_the_Garter_generic_instance ,Hampton_Court_Palace ,,,,,
Prince_William_u002C__Duke_of_Gloucester ,age ,334,Hampton_Court_Palace ,,,1689-07-24,,334
Prince_William_u002C__Duke_of_Gloucester ,gender ,Male_gender ,Hampton_Court_Palace ,,,,,
Prince_William_u002C__Duke_of_Gloucester ,knowsLanguage ,English_language_generic_instance ,Hampton_Court_Palace ,,,,,
William_of_Bavaria-Munich ,age ,588,Munich ,,,1435-09-25,,588
William_of_Bavaria-Munich ,gender ,Male_gender ,Munich ,,,,,
William_of_Bavaria-Munich ,knowsLanguage ,German_language_generic_instance ,Munich ,,,,,
William_of_Bavaria-Munich ,nationality ,Germany ,Munich ,,,,,
Beatrice_of_Sicily_u002C__Latin_Empress ,age ,772,Naples ,,,1252-01-16,,772
Beatrice_of_Sicily_u002C__Latin_Empress ,gender ,Female__u0028_gender_u0029_ ,Naples ,,,,,
Beatrice_of_Sicily_u002C__Latin_Empress ,knowsLanguage ,French_language_generic_instance ,Naples ,,,,,
Beatrice_of_Sicily_u002C__Latin_Empress ,nationality ,France ,Naples ,,,,,
Charlotte_of_France ,age ,508,Château_d_u0027_Amboise ,,,1516-01-01,,508
Charlotte_of_France ,gender ,Female__u0028_gender_u0029_ ,Château_d_u0027_Amboise ,,,,,
Charlotte_of_France ,knowsLanguage ,French_language_generic_instance ,Château_d_u0027_Amboise ,,,,,
Charlotte_of_France ,nationality ,France ,Château_d_u0027_Amboise ,,,,,
Louise_of_France__u0028_1515_u2013_1518_u0029_ ,age ,509,Château_d_u0027_Amboise ,,,1515-01-01,,509
Louise_of_France__u0028_1515_u2013_1518_u0029_ ,gender ,Female__u0028_gender_u0029_ ,Château_d_u0027_Amboise ,,,,,
Mirza_Dara_Bakht ,age ,234,Red_Fort ,,,1790-01-01,,234
Mirza_Dara_Bakht ,gender ,Male_gender ,Red_Fort ,,,,,
Mirza_Farkhunda_Shah ,gender ,Male_gender ,Delhi ,,,,,
Mirza_Fath-ul-Mulk_Bahadur ,gender ,Male_gender ,Red_Fort ,,,,,
Anton_Egon_u002C__Prince_of_Fürstenberg-Heiligenberg ,award ,Order_of_St_u002E__Andrew ,Munich ,,,,,
Anton_Egon_u002C__Prince_of_Fürstenberg-Heiligenberg ,award ,Order_of_the_White_Eagle__u0028_Poland_u0029_ ,Munich ,,,,,
Anton_Egon_u002C__Prince_of_Fürstenberg-Heiligenberg ,age ,367,Munich ,,,1656-04-23,,367
Anton_Egon_u002C__Prince_of_Fürstenberg-Heiligenberg ,gender ,Male_gender ,Munich ,,,,,
Beate_Ulbricht ,age ,79,Leipzig ,,,1944-05-06,,79
Beate_Ulbricht ,gender ,Female__u0028_gender_u0029_ ,Leipzig ,,,,,
Beate_Ulbricht ,knowsLanguage ,German_language_generic_instance ,Leipzig ,,,,,
Beate_Ulbricht ,nationality ,Germany ,Leipzig ,,,,,
Elisabeth_Charlotte_u002C__Countess_of_Holzappel ,age ,384,Groningen ,,,1640-02-29,,384
Elisabeth_Charlotte_u002C__Countess_of_Holzappel ,gender ,Female__u0028_gender_u0029_ ,Groningen ,,,,,
Elisabeth_of_Hesse-Marburg ,age ,557,Marburg ,,,1466-05-01,,557
Elisabeth_of_Hesse-Marburg ,gender ,Female__u0028_gender_u0029_ ,Marburg ,,,,,
Elisabeth_of_Hesse-Marburg ,knowsLanguage ,German_language_generic_instance ,Marburg ,,,,,
Frederick_Charles_u002C__Prince_of_Schwarzburg-Rudolstadt ,age ,287,Rudolstadt ,,,1736-06-07,,287
Frederick_Charles_u002C__Prince_of_Schwarzburg-Rudolstadt ,gender ,Male_gender ,Rudolstadt ,,,,,
Frederick_Charles_u002C__Prince_of_Schwarzburg-Rudolstadt ,knowsLanguage ,German_language_generic_instance ,Rudolstadt ,,,,,
Frederick_Charles_u002C__Prince_of_Schwarzburg-Rudolstadt ,nationality ,Germany ,Rudolstadt ,,,,,
Johanna_Sibylla_of_Hanau-Lichtenberg ,age ,459,Château_de_Lichtenberg ,,,1564-07-06,,459
Johanna_Sibylla_of_Hanau-Lichtenberg ,gender ,Female__u0028_gender_u0029_ ,Château_de_Lichtenberg ,,,,,
John_V_u002C__Count_of_Nassau-Siegen ,age ,568,Breda ,,,1455-11-18,,568
John_V_u002C__Count_of_Nassau-Siegen ,gender ,Male_gender ,Breda ,,,,,
John_V_u002C__Count_of_Nassau-Siegen ,knowsLanguage ,German_language_generic_instance ,Breda ,,,,,
Katharina_of_Hanau-Lichtenberg ,age ,456,Bouxwiller_u002C__Bas-Rhin ,,,1568-01-30,,456
Katharina_of_Hanau-Lichtenberg ,gender ,Female__u0028_gender_u0029_ ,Bouxwiller_u002C__Bas-Rhin ,,,,,
Leopold_Engleitner ,award ,Cross_Of_The_Order_Of_Merit_Of_The_Federal_Republic_Of_Germany_Q10905380_generic_instance ,Strobl ,,,,,
Leopold_Engleitner ,age ,118,Strobl ,,,1905-07-23,,118
Leopold_Engleitner ,gender ,Male_gender ,Strobl ,,,,,
Leopold_Engleitner ,nationality ,Austria ,Strobl ,,,,,
Louis_Frederick_II_u002C__Prince_of_Schwarzburg-Rudolstadt ,age ,256,Rudolstadt ,,,1767-08-09,,256
Louis_Frederick_II_u002C__Prince_of_Schwarzburg-Rudolstadt ,gender ,Male_gender ,Rudolstadt ,,,,,
Louis_Frederick_II_u002C__Prince_of_Schwarzburg-Rudolstadt ,knowsLanguage ,German_language_generic_instance ,Rudolstadt ,,,,,
Louis_Frederick_II_u002C__Prince_of_Schwarzburg-Rudolstadt ,nationality ,Germany ,Rudolstadt ,,,,,
Ludowika_Margaretha_of_Zweibrücken-Bitsch ,age ,483,Ingwiller ,,,1540-07-19,,483
Ludowika_Margaretha_of_Zweibrücken-Bitsch ,gender ,Female__u0028_gender_u0029_ ,Ingwiller ,,,,,
Letitia_Semple ,age ,202,Charles_City_County_u002C__Virginia ,,,1821-05-11,,202
Letitia_Semple ,gender ,Female__u0028_gender_u0029_ ,Charles_City_County_u002C__Virginia ,,,,,
Mary_Jefferson_Eppes ,age ,245,Monticello ,,,1778-08-01,,245
Mary_Jefferson_Eppes ,gender ,Female__u0028_gender_u0029_ ,Monticello ,,,,,
Mary_Jefferson_Eppes ,nationality ,United_States ,Monticello ,,,,,
Prince_Philippe_u002C__Count_of_Flanders ,award ,Order_of_St_u002E__Andrew ,Palace_of_Laeken ,,,,,
Prince_Philippe_u002C__Count_of_Flanders ,award ,Knight_Of_The_Order_Of_The_Golden_Fleece_Q15117228_generic_instance ,Palace_of_Laeken ,,,,,
Prince_Philippe_u002C__Count_of_Flanders ,award ,Grand_Cordon_Of_The_Order_Of_Leopold_Q14900501_generic_instance ,Palace_of_Laeken ,,,,,
Prince_Philippe_u002C__Count_of_Flanders ,age ,187,Palace_of_Laeken ,,,1837-03-24,,187
Prince_Philippe_u002C__Count_of_Flanders ,gender ,Male_gender ,Palace_of_Laeken ,,,,,
Prince_Philippe_u002C__Count_of_Flanders ,nationality ,Belgium ,Palace_of_Laeken ,,,,,
Sally_Hemings ,age ,251,Charles_City_County_u002C__Virginia ,,,1773-01-01,,251
Sally_Hemings ,gender ,Female__u0028_gender_u0029_ ,Charles_City_County_u002C__Virginia ,,,,,
Sally_Hemings ,nationality ,United_States ,Charles_City_County_u002C__Virginia ,,,,,
Susanna_Cole ,age ,390,Alford_u002C__Lincolnshire ,,,1633-11-15,,390
Susanna_Cole ,gender ,Female__u0028_gender_u0029_ ,Alford_u002C__Lincolnshire ,,,,,
Susanna_Cole ,nationality ,United_States ,Alford_u002C__Lincolnshire ,,,,,
Thomas_Secunda ,alumniOf ,Binghamton_University ,Bethpage_u002C__New_York ,,,,,
Thomas_Secunda ,age ,70,Bethpage_u002C__New_York ,,,1954-01-01,,70
Thomas_Secunda ,gender ,Male_gender ,Bethpage_u002C__New_York ,,,,,
Thomas_Secunda ,nationality ,United_States ,Bethpage_u002C__New_York ,,,,,
Anna_Porphyrogenita ,age ,1061,Constantinople ,,,0963-03-18,,1061
Anna_Porphyrogenita ,gender ,Female__u0028_gender_u0029_ ,Constantinople ,,,,,
Anna_Porphyrogenita ,knowsLanguage ,Old_East_Slavic_generic_instance ,Constantinople ,,,,,
Anna_Porphyrogenita ,knowsLanguage ,Medieval_Greek_generic_instance ,Constantinople ,,,,,
Iziaslav_of_Polotsk ,age ,1044,Kyiv ,,,0980-01-01,,1044
Iziaslav_of_Polotsk ,gender ,Male_gender ,Kyiv ,,,,,
Iziaslav_of_Polotsk ,knowsLanguage ,Old_East_Slavic_generic_instance ,Kyiv ,,,,,
Maurice_Gourdault-Montagne ,alumniOf ,Sciences_Po ,Paris ,,,,,
Maurice_Gourdault-Montagne ,alumniOf ,Institut_national_des_langues_et_civilisations_orientales ,Paris ,,,,,
Maurice_Gourdault-Montagne ,alumniOf ,Paris-Panthéon-Assas_University ,Paris ,,,,,
Maurice_Gourdault-Montagne ,award ,Knight_Commander_U0027_S_Cross_Of_The_Order_Of_Merit_Of_The_Federal_Republic_Of_Germany_Q10905235_generic_instance ,Paris ,,,,,
Maurice_Gourdault-Montagne ,award ,Commander_Of_The_Legion_Of_Honour_Q10855212_generic_instance ,Paris ,,,,,
Maurice_Gourdault-Montagne ,award ,Knight_Of_The_National_Order_Of_Merit_Q13422138_generic_instance ,Paris ,,,,,
Maurice_Gourdault-Montagne ,award ,Commander_Of_The_Royal_Victorian_Order_Q12193183_generic_instance ,Paris ,,,,,
Maurice_Gourdault-Montagne ,award ,Companion_Of_The_Order_Of_St_Michael_And_St_George_Q12177413_generic_instance ,Paris ,,,,,
Maurice_Gourdault-Montagne ,age ,70,Paris ,,,1953-11-16,,70
Maurice_Gourdault-Montagne ,gender ,Male_gender ,Paris ,,,,,
Maurice_Gourdault-Montagne ,knowsLanguage ,French_language_generic_instance ,Paris ,,,,,
Maurice_Gourdault-Montagne ,nationality ,France ,Paris ,,,,,
Sudislav ,gender ,Male_gender ,Kyiv ,,,,,
Sudislav ,knowsLanguage ,Old_East_Slavic_generic_instance ,Kyiv ,,,,,
Amy_Carter ,alumniOf ,Brown_University ,Plains_u002C__Georgia ,,,,,
Amy_Carter ,alumniOf ,Tulane_University ,Plains_u002C__Georgia ,,,,,
Amy_Carter ,alumniOf ,Memphis_College_of_Art ,Plains_u002C__Georgia ,,,,,
Amy_Carter ,alumniOf ,Woodward_Academy ,Plains_u002C__Georgia ,,,,,
Amy_Carter ,alumniOf ,Tulane_University_School_of_Liberal_Arts ,Plains_u002C__Georgia ,,,,,
Amy_Carter ,age ,56,Plains_u002C__Georgia ,,,1967-10-19,,56
Amy_Carter ,gender ,Female__u0028_gender_u0029_ ,Plains_u002C__Georgia ,,,,,
Amy_Carter ,nationality ,United_States ,Plains_u002C__Georgia ,,,,,
Louis_III_u002C__Elector_Palatine ,age ,646,Electoral_Palatinate ,,,1378-01-31,,646
Louis_III_u002C__Elector_Palatine ,gender ,Male_gender ,Electoral_Palatinate ,,,,,
Louis_III_u002C__Elector_Palatine ,knowsLanguage ,German_language_generic_instance ,Electoral_Palatinate ,,,,,
Sheguy ,gender ,Male_gender ,First_Turkic_Khaganate ,,,,,
Sophie_Elisabeth_Pentz ,age ,404,Skanderborg ,,,1619-09-20,,404
Sophie_Elisabeth_Pentz ,gender ,Female__u0028_gender_u0029_ ,Skanderborg ,,,,,
Sophie_Elisabeth_Pentz ,nationality ,Denmark ,Skanderborg ,,,,,
Christoph_Gottlob_Müller ,age ,238,Winnenden ,,,1785-11-11,,238
Christoph_Gottlob_Müller ,gender ,Male_gender ,Winnenden ,,,,,
Christoph_Gottlob_Müller ,knowsLanguage ,German_language_generic_instance ,Winnenden ,,,,,
Christoph_Gottlob_Müller ,nationality ,Germany ,Winnenden ,,,,,
Dorothea_Diana_of_Salm ,age ,419,Créhange ,,,1604-07-25,,419
Dorothea_Diana_of_Salm ,gender ,Female__u0028_gender_u0029_ ,Créhange ,,,,,
Eduard_Opitsch ,age ,124,Langenaltheim ,,,1900-02-01,,124
Eduard_Opitsch ,gender ,Male_gender ,Langenaltheim ,,,,,
Eduard_Opitsch ,knowsLanguage ,German_language_generic_instance ,Langenaltheim ,,,,,
Eduard_Opitsch ,nationality ,Germany ,Langenaltheim ,,,,,
Louis_III_u002C__Count_of_Löwenstein ,age ,494,Vaihingen_an_der_Enz ,,,1530-02-17,,494
Louis_III_u002C__Count_of_Löwenstein ,gender ,Male_gender ,Vaihingen_an_der_Enz ,,,,,
Louis_III_u002C__Count_of_Löwenstein ,knowsLanguage ,German_language_generic_instance ,Vaihingen_an_der_Enz ,,,,,
Louis_III_u002C__Count_of_Löwenstein ,nationality ,Germany ,Vaihingen_an_der_Enz ,,,,,
Philip_Francis_u002C__Prince_of_Leyen ,age ,257,Koblenz ,,,1766-08-01,,257
Philip_Francis_u002C__Prince_of_Leyen ,gender ,Male_gender ,Koblenz ,,,,,
Philip_Francis_u002C__Prince_of_Leyen ,knowsLanguage ,German_language_generic_instance ,Koblenz ,,,,,
Philip_Francis_u002C__Prince_of_Leyen ,nationality ,Germany ,Koblenz ,,,,,
Prince_Augustus_William_of_Prussia ,age ,301,Berlin ,,,1722-08-09,,301
Prince_Augustus_William_of_Prussia ,gender ,Male_gender ,Berlin ,,,,,
Prince_Augustus_William_of_Prussia ,knowsLanguage ,German_language_generic_instance ,Berlin ,,,,,
Prince_Augustus_William_of_Prussia ,nationality ,Germany ,Berlin ,,,,,
Prince_Henry_of_Prussia__u0028_1726_u2013_1802_u0029_ ,award ,Order_of_St_u002E__Andrew ,Berlin ,,,,,
Prince_Henry_of_Prussia__u0028_1726_u2013_1802_u0029_ ,award ,Order_of_the_Seraphim ,Berlin ,,,,,
Prince_Henry_of_Prussia__u0028_1726_u2013_1802_u0029_ ,award ,Order_of_the_Black_Eagle ,Berlin ,,,,,
Prince_Henry_of_Prussia__u0028_1726_u2013_1802_u0029_ ,award ,Order_of_Saint_Alexander_Nevsky_generic_instance ,Berlin ,,,,,
Prince_Henry_of_Prussia__u0028_1726_u2013_1802_u0029_ ,age ,298,Berlin ,,,1726-01-18,,298
Prince_Henry_of_Prussia__u0028_1726_u2013_1802_u0029_ ,gender ,Male_gender ,Berlin ,,,,,
Prince_Henry_of_Prussia__u0028_1726_u2013_1802_u0029_ ,knowsLanguage ,German_language_generic_instance ,Berlin ,,,,,
Rosine_Elisabeth_Menthe ,age ,360,Braunschweig ,,,1663-05-17,,360
Rosine_Elisabeth_Menthe ,gender ,Female__u0028_gender_u0029_ ,Braunschweig ,,,,,
Rosine_Elisabeth_Menthe ,knowsLanguage ,German_language_generic_instance ,Braunschweig ,,,,,
Rosine_Elisabeth_Menthe ,nationality ,Germany ,Braunschweig ,,,,,
Rudolf_IV_u002C__Margrave_of_Hachberg-Sausenberg ,age ,597,Rötteln_Castle ,,,1427-01-01,,597
Rudolf_IV_u002C__Margrave_of_Hachberg-Sausenberg ,gender ,Male_gender ,Rötteln_Castle ,,,,,
Rudolf_IV_u002C__Margrave_of_Hachberg-Sausenberg ,knowsLanguage ,German_language_generic_instance ,Rötteln_Castle ,,,,,
Rudolf_IV_u002C__Margrave_of_Hachberg-Sausenberg ,nationality ,Germany ,Rötteln_Castle ,,,,,
Charlotte_Paston_u002C__Countess_of_Yarmouth ,age ,374,London ,,,1650-01-01,,374
Charlotte_Paston_u002C__Countess_of_Yarmouth ,gender ,Female__u0028_gender_u0029_ ,London ,,,,,
Charlotte_Paston_u002C__Countess_of_Yarmouth ,knowsLanguage ,English_language_generic_instance ,London ,,,,,
Countess_Xenia_Czernichev-Besobrasov ,award ,Order_of_the_Starry_Cross ,Île-de-France ,,,,,
Countess_Xenia_Czernichev-Besobrasov ,age ,94,Île-de-France ,,,1929-06-11,,94
Countess_Xenia_Czernichev-Besobrasov ,gender ,Female__u0028_gender_u0029_ ,Île-de-France ,,,,,
Countess_Xenia_Czernichev-Besobrasov ,knowsLanguage ,French_language_generic_instance ,Île-de-France ,,,,,
Countess_Xenia_Czernichev-Besobrasov ,nationality ,France ,Île-de-France ,,,,,
Erich_Jahn ,nationality ,Germany ,Berlin ,,,,,
Mirza_Fath-ul-Mulk_Bahadur ,age ,208,Red_Fort ,,,1816-01-01,,208
Mirza_Jawan_Bakht__u0028_born_1841_u0029_ ,age ,183,Red_Fort ,,,1841-01-01,,183
Mirza_Jawan_Bakht__u0028_born_1841_u0029_ ,gender ,Male_gender ,Red_Fort ,,,,,
Mirza_Khizr_Sultan ,age ,190,Delhi ,,,1834-01-01,,190
Mirza_Khizr_Sultan ,gender ,Male_gender ,Delhi ,,,,,
Mirza_Shah_Abbas ,age ,179,Red_Fort ,,,1845-01-01,,179
Mirza_Shah_Abbas ,gender ,Male_gender ,Red_Fort ,,,,,
Mirza_Ulugh_Tahir ,age ,194,Delhi ,,,1830-01-01,,194
Mirza_Ulugh_Tahir ,gender ,Male_gender ,Delhi ,,,,,
Behice_Hanım ,age ,141,Adapazarı ,,,1882-10-10,,141
Behice_Hanım ,gender ,Female__u0028_gender_u0029_ ,Adapazarı ,,,,,
Caroline_of_Ansbach ,age ,341,Ansbach ,,,1683-03-01,,341
Caroline_of_Ansbach ,gender ,Female__u0028_gender_u0029_ ,Ansbach ,,,,,
Caroline_of_Ansbach ,knowsLanguage ,German_language_generic_instance ,Ansbach ,,,,,
Caroline_of_Ansbach ,nationality ,Germany ,Ansbach ,,,,,
Eleanor_of_Aquitaine ,age ,902,Occitania ,,,1122-01-01,,902
Eleanor_of_Aquitaine ,gender ,Female__u0028_gender_u0029_ ,Occitania ,,,,,
Eleanor_of_Aquitaine ,knowsLanguage ,Occitan_language_generic_instance ,Occitania ,,,,,
Ida_Horton_East ,age ,182,Bethesda_u002C__Tennessee ,,,1842-03-19,,182
Ida_Horton_East ,gender ,Female__u0028_gender_u0029_ ,Bethesda_u002C__Tennessee ,,,,,
Müşfika_Kadın ,age ,156,Hopa ,,,1867-12-10,,156
Müşfika_Kadın ,gender ,Female__u0028_gender_u0029_ ,Hopa ,,,,,
Naime_Sultan ,age ,147,Istanbul ,,,1876-09-03,,147
Naime_Sultan ,gender ,Female__u0028_gender_u0029_ ,Istanbul ,,,,,
Nazikeda_Kadın__u0028_consort_of_Abdul_Hamid_II_u0029_ ,gender ,Female__u0028_gender_u0029_ ,Abkhazia ,,,,,
Bandhavanna_Varobhas ,age ,148,Grand_Palace ,,,1875-05-25,,148
Bandhavanna_Varobhas ,gender ,Female__u0028_gender_u0029_ ,Grand_Palace ,,,,,
Bismai_Bimalasataya ,age ,142,Grand_Palace ,,,1881-12-20,,142
Bismai_Bimalasataya ,gender ,Female__u0028_gender_u0029_ ,Grand_Palace ,,,,,
Chakrabongse_Bhuvanath ,alumniOf ,Page_Corps ,Bangkok ,,,,,
Chakrabongse_Bhuvanath ,alumniOf ,Military_Academy_of_the_General_Staff_of_the_Armed_Forces_of_Russia ,Bangkok ,,,,,
Chakrabongse_Bhuvanath ,award ,Order_of_the_Elephant ,Bangkok ,,,,,
Chakrabongse_Bhuvanath ,award ,Order_of_the_Seraphim ,Bangkok ,,,,,
Chakrabongse_Bhuvanath ,award ,Order_Of_St_U002E__Vladimir_U002C__4Th_Class_Q21148960_generic_instance ,Bangkok ,,,,,
Chakrabongse_Bhuvanath ,award ,Order_of_Saint_Vladimir_generic_instance ,Bangkok ,,,,,
Chakrabongse_Bhuvanath ,award ,Order_of_Charles_III ,Bangkok ,,,,,
Chakrabongse_Bhuvanath ,age ,141,Bangkok ,,,1883-03-03,,141
Chakrabongse_Bhuvanath ,gender ,Male_gender ,Bangkok ,,,,,
Chakrabongse_Bhuvanath ,knowsLanguage ,Russian_language_generic_instance ,Bangkok ,,,,,
Chakrabongse_Bhuvanath ,knowsLanguage ,Thai_language_generic_instance ,Bangkok ,,,,,
Chandra_Saradavara ,age ,150,Grand_Palace ,,,1873-04-15,,150
Chandra_Saradavara ,gender ,Female__u0028_gender_u0029_ ,Grand_Palace ,,,,,
Charoensri_Chanamayu ,age ,146,Grand_Palace ,,,1878-03-31,,146
Charoensri_Chanamayu ,gender ,Female__u0028_gender_u0029_ ,Grand_Palace ,,,,,
Chudharatana_Rajakumari ,age ,151,Grand_Palace ,,,1872-12-17,,151
Chudharatana_Rajakumari ,gender ,Female__u0028_gender_u0029_ ,Grand_Palace ,,,,,
Chum_Krairoek ,age ,154,Bangkok ,,,1869-09-19,,154
Chum_Krairoek ,gender ,Female__u0028_gender_u0029_ ,Bangkok ,,,,,
Daksinajar ,age ,171,Bangkok ,,,1852-09-18,,171
Daksinajar ,gender ,Female__u0028_gender_u0029_ ,Bangkok ,,,,,
Dibyalangkarn ,age ,134,Grand_Palace ,,,1890-03-17,,134
Dibyalangkarn ,gender ,Female__u0028_gender_u0029_ ,Grand_Palace ,,,,,
Diego_u002C__Prince_of_Asturias ,age ,448,Madrid ,,,1575-08-25,,448
Diego_u002C__Prince_of_Asturias ,gender ,Male_gender ,Madrid ,,,,,
Diego_u002C__Prince_of_Asturias ,knowsLanguage ,Spanish_language_generic_instance ,Madrid ,,,,,
Diego_u002C__Prince_of_Asturias ,nationality ,Spain ,Madrid ,,,,,
Fatma_Sultan__u0028_daughter_of_Murad_III_u0029_ ,age ,450,Manisa_Province ,,,1574-01-01,,450
Fatma_Sultan__u0028_daughter_of_Murad_III_u0029_ ,gender ,Female__u0028_gender_u0029_ ,Manisa_Province ,,,,,
Grand_Duchess_Kira_Kirillovna_of_Russia ,gender ,Female__u0028_gender_u0029_ ,Paris ,,,,,
Margarethe_von_Hanau-Lichtenberg ,age ,560,Lichtenberg_u002C__Bas-Rhin ,,,1463-05-24,,560
Marianne_Baum ,age ,112,Saarburg ,,,1912-02-09,,112
Marianne_Baum ,gender ,Female__u0028_gender_u0029_ ,Saarburg ,,,,,
Philipp_II_u002C__Count_of_Hanau-Lichtenberg ,age ,561,Hanau ,,,1462-05-31,,561
Philipp_II_u002C__Count_of_Hanau-Lichtenberg ,gender ,Male_gender ,Hanau ,,,,,
Philipp_II_u002C__Count_of_Hanau-Lichtenberg ,knowsLanguage ,German_language_generic_instance ,Hanau ,,,,,
Philipp_II_u002C__Count_of_Hanau-Lichtenberg ,nationality ,Germany ,Hanau ,,,,,
Philipp_V_u002C__Count_of_Hanau-Lichtenberg ,age ,483,Bouxwiller_u002C__Bas-Rhin ,,,1541-03-03,,483
Philipp_V_u002C__Count_of_Hanau-Lichtenberg ,gender ,Male_gender ,Bouxwiller_u002C__Bas-Rhin ,,,,,
Philipp_V_u002C__Count_of_Hanau-Lichtenberg ,knowsLanguage ,German_language_generic_instance ,Bouxwiller_u002C__Bas-Rhin ,,,,,
Philipp_V_u002C__Count_of_Hanau-Lichtenberg ,nationality ,Germany ,Bouxwiller_u002C__Bas-Rhin ,,,,,
Princess_Maria_Beatrice_of_Savoy ,award ,Order_of_Saints_Maurice_and_Lazarus ,Quirinal_Palace ,,,,,
Princess_Maria_Beatrice_of_Savoy ,age ,81,Quirinal_Palace ,,,1943-02-02,,81
Princess_Maria_Beatrice_of_Savoy ,gender ,Female__u0028_gender_u0029_ ,Quirinal_Palace ,,,,,
Princess_Maria_Beatrice_of_Savoy ,knowsLanguage ,Italian_language_generic_instance ,Quirinal_Palace ,,,,,
Princess_Maria_Beatrice_of_Savoy ,nationality ,Italy ,Quirinal_Palace ,,,,,
Princess_Maria_Pia_of_Bourbon-Parma ,award ,Chevalier_Des_Arts_Et_Des_Lettres_Q13452528_generic_instance ,Naples ,,,,,
Princess_Maria_Pia_of_Bourbon-Parma ,age ,89,Naples ,,,1934-09-24,,89
Princess_Maria_Pia_of_Bourbon-Parma ,gender ,Female__u0028_gender_u0029_ ,Naples ,,,,,
Princess_Maria_Pia_of_Bourbon-Parma ,knowsLanguage ,Italian_language_generic_instance ,Naples ,,,,,
Princess_Maria_Pia_of_Bourbon-Parma ,nationality ,Italy ,Naples ,,,,,
Princess_Marie_Gasparine_of_Saxe-Altenburg ,age ,178,Munich ,,,1845-06-28,,178
Princess_Marie_Gasparine_of_Saxe-Altenburg ,gender ,Female__u0028_gender_u0029_ ,Munich ,,,,,
Princess_Marie_Gasparine_of_Saxe-Altenburg ,knowsLanguage ,German_language_generic_instance ,Munich ,,,,,
