subject,predicate,object,birthPlace
Hans_Ulrik_Gyldenløve ,gender ,Male_gender ,Kronborg 
Hans_Ulrik_Gyldenløve ,nationality ,Denmark ,Kronborg 
Hedevig_Ulfeldt ,birthDate ,1626-07-15T00:00:00.000Z ,Haderslevhus 
Hedevig_Ulfeldt ,gender ,Female__u0028_gender_u0029_ ,Haderslevhus 
Hedevig_Ulfeldt ,nationality ,Denmark ,Haderslevhus 
Lisa_del_Giocondo ,birthDate ,1479-06-24T00:00:00.000Z ,Florence 
Lisa_del_Giocondo ,gender ,Female__u0028_gender_u0029_ ,Florence 
Lisa_del_Giocondo ,knowsLanguage ,Italian_language_generic_instance ,Florence 
Louis_III_u002C__Elector_Palatine ,nationality ,Germany ,Electoral_Palatinate 
Erich_Jahn ,birthDate ,1907-07-23T00:00:00.000Z ,Berlin 
Erich_Jahn ,gender ,Male_gender ,Berlin 
Erich_Jahn ,knowsLanguage ,German_language_generic_instance ,Berlin 
Erich_Jahn ,memberOf ,Nazi_Party ,Berlin 
Jakob_Kellenberger ,alumniOf ,University_of_Zurich ,Heiden_u002C__Switzerland 
Jakob_Kellenberger ,alumniOf ,University_of_Granada ,Heiden_u002C__Switzerland 
Jakob_Kellenberger ,birthDate ,1944-10-19T00:00:00.000Z ,Heiden_u002C__Switzerland 
Jakob_Kellenberger ,gender ,Male_gender ,Heiden_u002C__Switzerland 
Jakob_Kellenberger ,knowsLanguage ,French_language_generic_instance ,Heiden_u002C__Switzerland 
Jakob_Kellenberger ,nationality ,Switzerland ,Heiden_u002C__Switzerland 
Jakob_Kellenberger ,worksFor ,University_of_Geneva ,Heiden_u002C__Switzerland 
Jakob_Kellenberger ,worksFor ,University_of_Salamanca ,Heiden_u002C__Switzerland 
James_de_la_Cloche ,birthDate ,1644-01-01T00:00:00.000Z ,Jersey 
James_de_la_Cloche ,gender ,Male_gender ,Jersey 
Prince_George_of_Denmark ,award ,Knight_of_the_Elephant ,Copenhagen_Castle 
Prince_George_of_Denmark ,award ,Order_of_the_Garter_generic_instance ,Copenhagen_Castle 
Prince_George_of_Denmark ,award ,Royal_Fellow_of_the_Royal_Society_generic_instance ,Copenhagen_Castle 
Prince_George_of_Denmark ,birthDate ,1653-04-21T00:00:00.000Z ,Copenhagen_Castle 
Prince_George_of_Denmark ,gender ,Male_gender ,Copenhagen_Castle 
Prince_George_of_Denmark ,memberOf ,Royal_Society ,Copenhagen_Castle 
Prince_George_of_Denmark ,nationality ,Denmark ,Copenhagen_Castle 
Prince_William_u002C__Duke_of_Gloucester ,award ,Order_of_the_Garter_generic_instance ,Hampton_Court_Palace 
Prince_William_u002C__Duke_of_Gloucester ,birthDate ,1689-07-24T00:00:00.000Z ,Hampton_Court_Palace 
Prince_William_u002C__Duke_of_Gloucester ,gender ,Male_gender ,Hampton_Court_Palace 
Prince_William_u002C__Duke_of_Gloucester ,knowsLanguage ,English_language_generic_instance ,Hampton_Court_Palace 
William_of_Bavaria-Munich ,birthDate ,1435-09-25T00:00:00.000Z ,Munich 
William_of_Bavaria-Munich ,gender ,Male_gender ,Munich 
William_of_Bavaria-Munich ,knowsLanguage ,German_language_generic_instance ,Munich 
William_of_Bavaria-Munich ,nationality ,Germany ,Munich 
Beatrice_of_Sicily_u002C__Latin_Empress ,birthDate ,1252-01-16T00:00:00.000Z ,Naples 
Beatrice_of_Sicily_u002C__Latin_Empress ,gender ,Female__u0028_gender_u0029_ ,Naples 
Beatrice_of_Sicily_u002C__Latin_Empress ,knowsLanguage ,French_language_generic_instance ,Naples 
Beatrice_of_Sicily_u002C__Latin_Empress ,nationality ,France ,Naples 
Charlotte_of_France ,birthDate ,1516-01-01T00:00:00.000Z ,Château_d_u0027_Amboise 
Charlotte_of_France ,gender ,Female__u0028_gender_u0029_ ,Château_d_u0027_Amboise 
Charlotte_of_France ,knowsLanguage ,French_language_generic_instance ,Château_d_u0027_Amboise 
Charlotte_of_France ,nationality ,France ,Château_d_u0027_Amboise 
Louise_of_France__u0028_1515_u2013_1518_u0029_ ,birthDate ,1515-01-01T00:00:00.000Z ,Château_d_u0027_Amboise 
Louise_of_France__u0028_1515_u2013_1518_u0029_ ,gender ,Female__u0028_gender_u0029_ ,Château_d_u0027_Amboise 
Mirza_Dara_Bakht ,birthDate ,1790-01-01T00:00:00.000Z ,Red_Fort 
Mirza_Dara_Bakht ,gender ,Male_gender ,Red_Fort 
Mirza_Farkhunda_Shah ,gender ,Male_gender ,Delhi 
Mirza_Fath-ul-Mulk_Bahadur ,gender ,Male_gender ,Red_Fort 
Anton_Egon_u002C__Prince_of_Fürstenberg-Heiligenberg ,award ,Order_of_St_u002E__Andrew ,Munich 
Anton_Egon_u002C__Prince_of_Fürstenberg-Heiligenberg ,award ,Order_of_the_White_Eagle__u0028_Poland_u0029_ ,Munich 
Anton_Egon_u002C__Prince_of_Fürstenberg-Heiligenberg ,birthDate ,1656-04-23T00:00:00.000Z ,Munich 
Anton_Egon_u002C__Prince_of_Fürstenberg-Heiligenberg ,gender ,Male_gender ,Munich 
Beate_Ulbricht ,birthDate ,1944-05-06T00:00:00.000Z ,Leipzig 
Beate_Ulbricht ,gender ,Female__u0028_gender_u0029_ ,Leipzig 
Beate_Ulbricht ,knowsLanguage ,German_language_generic_instance ,Leipzig 
Beate_Ulbricht ,nationality ,Germany ,Leipzig 
Elisabeth_Charlotte_u002C__Countess_of_Holzappel ,birthDate ,1640-02-29T00:00:00.000Z ,Groningen 
Elisabeth_Charlotte_u002C__Countess_of_Holzappel ,gender ,Female__u0028_gender_u0029_ ,Groningen 
Elisabeth_of_Hesse-Marburg ,birthDate ,1466-05-01T00:00:00.000Z ,Marburg 
Elisabeth_of_Hesse-Marburg ,gender ,Female__u0028_gender_u0029_ ,Marburg 
Elisabeth_of_Hesse-Marburg ,knowsLanguage ,German_language_generic_instance ,Marburg 
Frederick_Charles_u002C__Prince_of_Schwarzburg-Rudolstadt ,birthDate ,1736-06-07T00:00:00.000Z ,Rudolstadt 
Frederick_Charles_u002C__Prince_of_Schwarzburg-Rudolstadt ,gender ,Male_gender ,Rudolstadt 
Frederick_Charles_u002C__Prince_of_Schwarzburg-Rudolstadt ,knowsLanguage ,German_language_generic_instance ,Rudolstadt 
Frederick_Charles_u002C__Prince_of_Schwarzburg-Rudolstadt ,nationality ,Germany ,Rudolstadt 
Johanna_Sibylla_of_Hanau-Lichtenberg ,birthDate ,1564-07-06T00:00:00.000Z ,Château_de_Lichtenberg 
Johanna_Sibylla_of_Hanau-Lichtenberg ,gender ,Female__u0028_gender_u0029_ ,Château_de_Lichtenberg 
John_V_u002C__Count_of_Nassau-Siegen ,birthDate ,1455-11-18T00:00:00.000Z ,Breda 
John_V_u002C__Count_of_Nassau-Siegen ,gender ,Male_gender ,Breda 
John_V_u002C__Count_of_Nassau-Siegen ,knowsLanguage ,German_language_generic_instance ,Breda 
Katharina_of_Hanau-Lichtenberg ,birthDate ,1568-01-30T00:00:00.000Z ,Bouxwiller_u002C__Bas-Rhin 
Katharina_of_Hanau-Lichtenberg ,gender ,Female__u0028_gender_u0029_ ,Bouxwiller_u002C__Bas-Rhin 
Leopold_Engleitner ,award ,Cross_Of_The_Order_Of_Merit_Of_The_Federal_Republic_Of_Germany_Q10905380_generic_instance ,Strobl 
Leopold_Engleitner ,birthDate ,1905-07-23T00:00:00.000Z ,Strobl 
Leopold_Engleitner ,gender ,Male_gender ,Strobl 
Leopold_Engleitner ,nationality ,Austria ,Strobl 
Louis_Frederick_II_u002C__Prince_of_Schwarzburg-Rudolstadt ,birthDate ,1767-08-09T00:00:00.000Z ,Rudolstadt 
Louis_Frederick_II_u002C__Prince_of_Schwarzburg-Rudolstadt ,gender ,Male_gender ,Rudolstadt 
Louis_Frederick_II_u002C__Prince_of_Schwarzburg-Rudolstadt ,knowsLanguage ,German_language_generic_instance ,Rudolstadt 
Louis_Frederick_II_u002C__Prince_of_Schwarzburg-Rudolstadt ,nationality ,Germany ,Rudolstadt 
Ludowika_Margaretha_of_Zweibrücken-Bitsch ,birthDate ,1540-07-19T00:00:00.000Z ,Ingwiller 
Ludowika_Margaretha_of_Zweibrücken-Bitsch ,gender ,Female__u0028_gender_u0029_ ,Ingwiller 
Letitia_Semple ,birthDate ,1821-05-11T00:00:00.000Z ,Charles_City_County_u002C__Virginia 
Letitia_Semple ,gender ,Female__u0028_gender_u0029_ ,Charles_City_County_u002C__Virginia 
Mary_Jefferson_Eppes ,birthDate ,1778-08-01T00:00:00.000Z ,Monticello 
Mary_Jefferson_Eppes ,gender ,Female__u0028_gender_u0029_ ,Monticello 
Mary_Jefferson_Eppes ,nationality ,United_States ,Monticello 
Prince_Philippe_u002C__Count_of_Flanders ,award ,Order_of_St_u002E__Andrew ,Palace_of_Laeken 
Prince_Philippe_u002C__Count_of_Flanders ,award ,Knight_Of_The_Order_Of_The_Golden_Fleece_Q15117228_generic_instance ,Palace_of_Laeken 
Prince_Philippe_u002C__Count_of_Flanders ,award ,Grand_Cordon_Of_The_Order_Of_Leopold_Q14900501_generic_instance ,Palace_of_Laeken 
Prince_Philippe_u002C__Count_of_Flanders ,birthDate ,1837-03-24T00:00:00.000Z ,Palace_of_Laeken 
Prince_Philippe_u002C__Count_of_Flanders ,gender ,Male_gender ,Palace_of_Laeken 
Prince_Philippe_u002C__Count_of_Flanders ,nationality ,Belgium ,Palace_of_Laeken 
Sally_Hemings ,birthDate ,1773-01-01T00:00:00.000Z ,Charles_City_County_u002C__Virginia 
Sally_Hemings ,gender ,Female__u0028_gender_u0029_ ,Charles_City_County_u002C__Virginia 
Sally_Hemings ,nationality ,United_States ,Charles_City_County_u002C__Virginia 
Susanna_Cole ,birthDate ,1633-11-15T00:00:00.000Z ,Alford_u002C__Lincolnshire 
Susanna_Cole ,gender ,Female__u0028_gender_u0029_ ,Alford_u002C__Lincolnshire 
Susanna_Cole ,nationality ,United_States ,Alford_u002C__Lincolnshire 
Thomas_Secunda ,alumniOf ,Binghamton_University ,Bethpage_u002C__New_York 
Thomas_Secunda ,birthDate ,1954-01-01T00:00:00.000Z ,Bethpage_u002C__New_York 
Thomas_Secunda ,gender ,Male_gender ,Bethpage_u002C__New_York 
Thomas_Secunda ,nationality ,United_States ,Bethpage_u002C__New_York 
Anna_Porphyrogenita ,birthDate ,0963-03-18T00:00:00.000Z ,Constantinople 
Anna_Porphyrogenita ,gender ,Female__u0028_gender_u0029_ ,Constantinople 
Anna_Porphyrogenita ,knowsLanguage ,Old_East_Slavic_generic_instance ,Constantinople 
Anna_Porphyrogenita ,knowsLanguage ,Medieval_Greek_generic_instance ,Constantinople 
Iziaslav_of_Polotsk ,birthDate ,0980-01-01T00:00:00.000Z ,Kyiv 
Iziaslav_of_Polotsk ,gender ,Male_gender ,Kyiv 
Iziaslav_of_Polotsk ,knowsLanguage ,Old_East_Slavic_generic_instance ,Kyiv 
Maurice_Gourdault-Montagne ,alumniOf ,Sciences_Po ,Paris 
Maurice_Gourdault-Montagne ,alumniOf ,Institut_national_des_langues_et_civilisations_orientales ,Paris 
Maurice_Gourdault-Montagne ,alumniOf ,Paris-Panthéon-Assas_University ,Paris 
Maurice_Gourdault-Montagne ,award ,Knight_Commander_U0027_S_Cross_Of_The_Order_Of_Merit_Of_The_Federal_Republic_Of_Germany_Q10905235_generic_instance ,Paris 
Maurice_Gourdault-Montagne ,award ,Commander_Of_The_Legion_Of_Honour_Q10855212_generic_instance ,Paris 
Maurice_Gourdault-Montagne ,award ,Knight_Of_The_National_Order_Of_Merit_Q13422138_generic_instance ,Paris 
Maurice_Gourdault-Montagne ,award ,Commander_Of_The_Royal_Victorian_Order_Q12193183_generic_instance ,Paris 
Maurice_Gourdault-Montagne ,award ,Companion_Of_The_Order_Of_St_Michael_And_St_George_Q12177413_generic_instance ,Paris 
Maurice_Gourdault-Montagne ,birthDate ,1953-11-16T00:00:00.000Z ,Paris 
Maurice_Gourdault-Montagne ,gender ,Male_gender ,Paris 
Maurice_Gourdault-Montagne ,knowsLanguage ,French_language_generic_instance ,Paris 
Maurice_Gourdault-Montagne ,nationality ,France ,Paris 
Sudislav ,gender ,Male_gender ,Kyiv 
Sudislav ,knowsLanguage ,Old_East_Slavic_generic_instance ,Kyiv 
Amy_Carter ,alumniOf ,Brown_University ,Plains_u002C__Georgia 
Amy_Carter ,alumniOf ,Tulane_University ,Plains_u002C__Georgia 
Amy_Carter ,alumniOf ,Memphis_College_of_Art ,Plains_u002C__Georgia 
Amy_Carter ,alumniOf ,Woodward_Academy ,Plains_u002C__Georgia 
Amy_Carter ,alumniOf ,Tulane_University_School_of_Liberal_Arts ,Plains_u002C__Georgia 
Amy_Carter ,birthDate ,1967-10-19T00:00:00.000Z ,Plains_u002C__Georgia 
Amy_Carter ,gender ,Female__u0028_gender_u0029_ ,Plains_u002C__Georgia 
Amy_Carter ,nationality ,United_States ,Plains_u002C__Georgia 
Louis_III_u002C__Elector_Palatine ,birthDate ,1378-01-31T00:00:00.000Z ,Electoral_Palatinate 
Louis_III_u002C__Elector_Palatine ,gender ,Male_gender ,Electoral_Palatinate 
Louis_III_u002C__Elector_Palatine ,knowsLanguage ,German_language_generic_instance ,Electoral_Palatinate 
Sheguy ,gender ,Male_gender ,First_Turkic_Khaganate 
Sophie_Elisabeth_Pentz ,birthDate ,1619-09-20T00:00:00.000Z ,Skanderborg 
Sophie_Elisabeth_Pentz ,gender ,Female__u0028_gender_u0029_ ,Skanderborg 
Sophie_Elisabeth_Pentz ,nationality ,Denmark ,Skanderborg 
Christoph_Gottlob_Müller ,birthDate ,1785-11-11T00:00:00.000Z ,Winnenden 
Christoph_Gottlob_Müller ,gender ,Male_gender ,Winnenden 
Christoph_Gottlob_Müller ,knowsLanguage ,German_language_generic_instance ,Winnenden 
Christoph_Gottlob_Müller ,nationality ,Germany ,Winnenden 
Dorothea_Diana_of_Salm ,birthDate ,1604-07-25T00:00:00.000Z ,Créhange 
Dorothea_Diana_of_Salm ,gender ,Female__u0028_gender_u0029_ ,Créhange 
Eduard_Opitsch ,birthDate ,1900-02-01T00:00:00.000Z ,Langenaltheim 
Eduard_Opitsch ,gender ,Male_gender ,Langenaltheim 
Eduard_Opitsch ,knowsLanguage ,German_language_generic_instance ,Langenaltheim 
Eduard_Opitsch ,nationality ,Germany ,Langenaltheim 
Louis_III_u002C__Count_of_Löwenstein ,birthDate ,1530-02-17T00:00:00.000Z ,Vaihingen_an_der_Enz 
Louis_III_u002C__Count_of_Löwenstein ,gender ,Male_gender ,Vaihingen_an_der_Enz 
Louis_III_u002C__Count_of_Löwenstein ,knowsLanguage ,German_language_generic_instance ,Vaihingen_an_der_Enz 
Louis_III_u002C__Count_of_Löwenstein ,nationality ,Germany ,Vaihingen_an_der_Enz 
Philip_Francis_u002C__Prince_of_Leyen ,birthDate ,1766-08-01T00:00:00.000Z ,Koblenz 
Philip_Francis_u002C__Prince_of_Leyen ,gender ,Male_gender ,Koblenz 
Philip_Francis_u002C__Prince_of_Leyen ,knowsLanguage ,German_language_generic_instance ,Koblenz 
Philip_Francis_u002C__Prince_of_Leyen ,nationality ,Germany ,Koblenz 
Prince_Augustus_William_of_Prussia ,birthDate ,1722-08-09T00:00:00.000Z ,Berlin 
Prince_Augustus_William_of_Prussia ,gender ,Male_gender ,Berlin 
Prince_Augustus_William_of_Prussia ,knowsLanguage ,German_language_generic_instance ,Berlin 
Prince_Augustus_William_of_Prussia ,nationality ,Germany ,Berlin 
Prince_Henry_of_Prussia__u0028_1726_u2013_1802_u0029_ ,award ,Order_of_St_u002E__Andrew ,Berlin 
Prince_Henry_of_Prussia__u0028_1726_u2013_1802_u0029_ ,award ,Order_of_the_Seraphim ,Berlin 
Prince_Henry_of_Prussia__u0028_1726_u2013_1802_u0029_ ,award ,Order_of_the_Black_Eagle ,Berlin 
Prince_Henry_of_Prussia__u0028_1726_u2013_1802_u0029_ ,award ,Order_of_Saint_Alexander_Nevsky_generic_instance ,Berlin 
Prince_Henry_of_Prussia__u0028_1726_u2013_1802_u0029_ ,birthDate ,1726-01-18T00:00:00.000Z ,Berlin 
Prince_Henry_of_Prussia__u0028_1726_u2013_1802_u0029_ ,gender ,Male_gender ,Berlin 
Prince_Henry_of_Prussia__u0028_1726_u2013_1802_u0029_ ,knowsLanguage ,German_language_generic_instance ,Berlin 
Rosine_Elisabeth_Menthe ,birthDate ,1663-05-17T00:00:00.000Z ,Braunschweig 
Rosine_Elisabeth_Menthe ,gender ,Female__u0028_gender_u0029_ ,Braunschweig 
Rosine_Elisabeth_Menthe ,knowsLanguage ,German_language_generic_instance ,Braunschweig 
Rosine_Elisabeth_Menthe ,nationality ,Germany ,Braunschweig 
Rudolf_IV_u002C__Margrave_of_Hachberg-Sausenberg ,birthDate ,1427-01-01T00:00:00.000Z ,Rötteln_Castle 
Rudolf_IV_u002C__Margrave_of_Hachberg-Sausenberg ,gender ,Male_gender ,Rötteln_Castle 
Rudolf_IV_u002C__Margrave_of_Hachberg-Sausenberg ,knowsLanguage ,German_language_generic_instance ,Rötteln_Castle 
Rudolf_IV_u002C__Margrave_of_Hachberg-Sausenberg ,nationality ,Germany ,Rötteln_Castle 
Charlotte_Paston_u002C__Countess_of_Yarmouth ,birthDate ,1650-01-01T00:00:00.000Z ,London 
Charlotte_Paston_u002C__Countess_of_Yarmouth ,gender ,Female__u0028_gender_u0029_ ,London 
Charlotte_Paston_u002C__Countess_of_Yarmouth ,knowsLanguage ,English_language_generic_instance ,London 
Countess_Xenia_Czernichev-Besobrasov ,award ,Order_of_the_Starry_Cross ,Île-de-France 
Countess_Xenia_Czernichev-Besobrasov ,birthDate ,1929-06-11T00:00:00.000Z ,Île-de-France 
Countess_Xenia_Czernichev-Besobrasov ,gender ,Female__u0028_gender_u0029_ ,Île-de-France 
Countess_Xenia_Czernichev-Besobrasov ,knowsLanguage ,French_language_generic_instance ,Île-de-France 
Countess_Xenia_Czernichev-Besobrasov ,nationality ,France ,Île-de-France 
Erich_Jahn ,nationality ,Germany ,Berlin 
Mirza_Fath-ul-Mulk_Bahadur ,birthDate ,1816-01-01T00:00:00.000Z ,Red_Fort 
Mirza_Jawan_Bakht__u0028_born_1841_u0029_ ,birthDate ,1841-01-01T00:00:00.000Z ,Red_Fort 
Mirza_Jawan_Bakht__u0028_born_1841_u0029_ ,gender ,Male_gender ,Red_Fort 
Mirza_Khizr_Sultan ,birthDate ,1834-01-01T00:00:00.000Z ,Delhi 
Mirza_Khizr_Sultan ,gender ,Male_gender ,Delhi 
Mirza_Shah_Abbas ,birthDate ,1845-01-01T00:00:00.000Z ,Red_Fort 
Mirza_Shah_Abbas ,gender ,Male_gender ,Red_Fort 
Mirza_Ulugh_Tahir ,birthDate ,1830-01-01T00:00:00.000Z ,Delhi 
Mirza_Ulugh_Tahir ,gender ,Male_gender ,Delhi 
Behice_Hanım ,birthDate ,1882-10-10T00:00:00.000Z ,Adapazarı 
Behice_Hanım ,gender ,Female__u0028_gender_u0029_ ,Adapazarı 
Caroline_of_Ansbach ,birthDate ,1683-03-01T00:00:00.000Z ,Ansbach 
Caroline_of_Ansbach ,gender ,Female__u0028_gender_u0029_ ,Ansbach 
Caroline_of_Ansbach ,knowsLanguage ,German_language_generic_instance ,Ansbach 
Caroline_of_Ansbach ,nationality ,Germany ,Ansbach 
Eleanor_of_Aquitaine ,birthDate ,1122-01-01T00:00:00.000Z ,Occitania 
Eleanor_of_Aquitaine ,gender ,Female__u0028_gender_u0029_ ,Occitania 
Eleanor_of_Aquitaine ,knowsLanguage ,Occitan_language_generic_instance ,Occitania 
Ida_Horton_East ,birthDate ,1842-03-19T00:00:00.000Z ,Bethesda_u002C__Tennessee 
Ida_Horton_East ,gender ,Female__u0028_gender_u0029_ ,Bethesda_u002C__Tennessee 
Müşfika_Kadın ,birthDate ,1867-12-10T00:00:00.000Z ,Hopa 
Müşfika_Kadın ,gender ,Female__u0028_gender_u0029_ ,Hopa 
Naime_Sultan ,birthDate ,1876-09-03T00:00:00.000Z ,Istanbul 
Naime_Sultan ,gender ,Female__u0028_gender_u0029_ ,Istanbul 
Nazikeda_Kadın__u0028_consort_of_Abdul_Hamid_II_u0029_ ,gender ,Female__u0028_gender_u0029_ ,Abkhazia 
Bandhavanna_Varobhas ,birthDate ,1875-05-25T00:00:00.000Z ,Grand_Palace 
Bandhavanna_Varobhas ,gender ,Female__u0028_gender_u0029_ ,Grand_Palace 
Bismai_Bimalasataya ,birthDate ,1881-12-20T00:00:00.000Z ,Grand_Palace 
Bismai_Bimalasataya ,gender ,Female__u0028_gender_u0029_ ,Grand_Palace 
Chakrabongse_Bhuvanath ,alumniOf ,Page_Corps ,Bangkok 
Chakrabongse_Bhuvanath ,alumniOf ,Military_Academy_of_the_General_Staff_of_the_Armed_Forces_of_Russia ,Bangkok 
Chakrabongse_Bhuvanath ,award ,Order_of_the_Elephant ,Bangkok 
Chakrabongse_Bhuvanath ,award ,Order_of_the_Seraphim ,Bangkok 
Chakrabongse_Bhuvanath ,award ,Order_Of_St_U002E__Vladimir_U002C__4Th_Class_Q21148960_generic_instance ,Bangkok 
Chakrabongse_Bhuvanath ,award ,Order_of_Saint_Vladimir_generic_instance ,Bangkok 
Chakrabongse_Bhuvanath ,award ,Order_of_Charles_III ,Bangkok 
Chakrabongse_Bhuvanath ,birthDate ,1883-03-03T00:00:00.000Z ,Bangkok 
Chakrabongse_Bhuvanath ,gender ,Male_gender ,Bangkok 
Chakrabongse_Bhuvanath ,knowsLanguage ,Russian_language_generic_instance ,Bangkok 
Chakrabongse_Bhuvanath ,knowsLanguage ,Thai_language_generic_instance ,Bangkok 
Chandra_Saradavara ,birthDate ,1873-04-15T00:00:00.000Z ,Grand_Palace 
Chandra_Saradavara ,gender ,Female__u0028_gender_u0029_ ,Grand_Palace 
Charoensri_Chanamayu ,birthDate ,1878-03-31T00:00:00.000Z ,Grand_Palace 
Charoensri_Chanamayu ,gender ,Female__u0028_gender_u0029_ ,Grand_Palace 
Chudharatana_Rajakumari ,birthDate ,1872-12-17T00:00:00.000Z ,Grand_Palace 
Chudharatana_Rajakumari ,gender ,Female__u0028_gender_u0029_ ,Grand_Palace 
Chum_Krairoek ,birthDate ,1869-09-19T00:00:00.000Z ,Bangkok 
Chum_Krairoek ,gender ,Female__u0028_gender_u0029_ ,Bangkok 
Daksinajar ,birthDate ,1852-09-18T00:00:00.000Z ,Bangkok 
Daksinajar ,gender ,Female__u0028_gender_u0029_ ,Bangkok 
Dibyalangkarn ,birthDate ,1890-03-17T00:00:00.000Z ,Grand_Palace 
Dibyalangkarn ,gender ,Female__u0028_gender_u0029_ ,Grand_Palace 
Diego_u002C__Prince_of_Asturias ,birthDate ,1575-08-25T00:00:00.000Z ,Madrid 
Diego_u002C__Prince_of_Asturias ,gender ,Male_gender ,Madrid 
Diego_u002C__Prince_of_Asturias ,knowsLanguage ,Spanish_language_generic_instance ,Madrid 
Diego_u002C__Prince_of_Asturias ,nationality ,Spain ,Madrid 
Fatma_Sultan__u0028_daughter_of_Murad_III_u0029_ ,birthDate ,1574-01-01T00:00:00.000Z ,Manisa_Province 
Fatma_Sultan__u0028_daughter_of_Murad_III_u0029_ ,gender ,Female__u0028_gender_u0029_ ,Manisa_Province 
Grand_Duchess_Kira_Kirillovna_of_Russia ,gender ,Female__u0028_gender_u0029_ ,Paris 
Margarethe_von_Hanau-Lichtenberg ,birthDate ,1463-05-24T00:00:00.000Z ,Lichtenberg_u002C__Bas-Rhin 
Marianne_Baum ,birthDate ,1912-02-09T00:00:00.000Z ,Saarburg 
Marianne_Baum ,gender ,Female__u0028_gender_u0029_ ,Saarburg 
Philipp_II_u002C__Count_of_Hanau-Lichtenberg ,birthDate ,1462-05-31T00:00:00.000Z ,Hanau 
Philipp_II_u002C__Count_of_Hanau-Lichtenberg ,gender ,Male_gender ,Hanau 
Philipp_II_u002C__Count_of_Hanau-Lichtenberg ,knowsLanguage ,German_language_generic_instance ,Hanau 
Philipp_II_u002C__Count_of_Hanau-Lichtenberg ,nationality ,Germany ,Hanau 
Philipp_V_u002C__Count_of_Hanau-Lichtenberg ,birthDate ,1541-03-03T00:00:00.000Z ,Bouxwiller_u002C__Bas-Rhin 
Philipp_V_u002C__Count_of_Hanau-Lichtenberg ,gender ,Male_gender ,Bouxwiller_u002C__Bas-Rhin 
Philipp_V_u002C__Count_of_Hanau-Lichtenberg ,knowsLanguage ,German_language_generic_instance ,Bouxwiller_u002C__Bas-Rhin 
Philipp_V_u002C__Count_of_Hanau-Lichtenberg ,nationality ,Germany ,Bouxwiller_u002C__Bas-Rhin 
Princess_Maria_Beatrice_of_Savoy ,award ,Order_of_Saints_Maurice_and_Lazarus ,Quirinal_Palace 
Princess_Maria_Beatrice_of_Savoy ,birthDate ,1943-02-02T00:00:00.000Z ,Quirinal_Palace 
Princess_Maria_Beatrice_of_Savoy ,gender ,Female__u0028_gender_u0029_ ,Quirinal_Palace 
Princess_Maria_Beatrice_of_Savoy ,knowsLanguage ,Italian_language_generic_instance ,Quirinal_Palace 
Princess_Maria_Beatrice_of_Savoy ,nationality ,Italy ,Quirinal_Palace 
Princess_Maria_Pia_of_Bourbon-Parma ,award ,Chevalier_Des_Arts_Et_Des_Lettres_Q13452528_generic_instance ,Naples 
Princess_Maria_Pia_of_Bourbon-Parma ,birthDate ,1934-09-24T00:00:00.000Z ,Naples 
Princess_Maria_Pia_of_Bourbon-Parma ,gender ,Female__u0028_gender_u0029_ ,Naples 
Princess_Maria_Pia_of_Bourbon-Parma ,knowsLanguage ,Italian_language_generic_instance ,Naples 
Princess_Maria_Pia_of_Bourbon-Parma ,nationality ,Italy ,Naples 
Princess_Marie_Gasparine_of_Saxe-Altenburg ,birthDate ,1845-06-28T00:00:00.000Z ,Munich 
Princess_Marie_Gasparine_of_Saxe-Altenburg ,gender ,Female__u0028_gender_u0029_ ,Munich 
Princess_Marie_Gasparine_of_Saxe-Altenburg ,knowsLanguage ,German_language_generic_instance ,Munich 
Princess_Marie_Gasparine_of_Saxe-Altenburg ,nationality ,Germany ,Munich 
Ruth_von_Kleist-Retzow ,birthDate ,1867-02-04T00:00:00.000Z ,Nowe_Miasteczko 
Ruth_von_Kleist-Retzow ,gender ,Female__u0028_gender_u0029_ ,Nowe_Miasteczko 
Ruth_von_Kleist-Retzow ,knowsLanguage ,German_language_generic_instance ,Nowe_Miasteczko 
